NetworkName,T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi,NetworksThisUnrollingWasFoundIn
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,g__dihydrolipoyl dehydrogenase,,s__odoribacter_splanchnicus,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__escherichia_coli,,g__beta-lactamase,,s__klebsiella_pneumoniae,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__haemophilus_parainfluenzae,,g__dna helicase,,s__bacteroides_cellulosilyticus,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_faecis,,g__3-hydroxybutyryl-coa dehydrogenase,,s__roseburia_inulinivorans,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,27
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_stercoris,,g__aspartate ammonia-lyase,,s__bacteroides_uniformis,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__clostridium_bolteae,,g__acetyl-coa c-acetyltransferase,,s__bacteroides_cellulosilyticus,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_faecis,,g__beta-lactamase,,s__klebsiella_pneumoniae,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_ovatus,,g__dephospho-coa kinase,,s__streptococcus_parasanguinis,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__haemophilus_parainfluenzae,,g__5-formyltetrahydrofolate cyclo-ligase,,s__ruminococcus_torques,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,24
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__roseburia_intestinalis,,g__pyruvate carboxylase,,s__bacteroides_caccae,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,8
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__clostridium_clostridioforme,,g__glutamate decarboxylase,,s__bacteroides_ovatus,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_siraeum,,g__glutamate decarboxylase,,s__bacteroides_stercoris,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__klebsiella_pneumoniae,,g__glutamate dehydrogenase,,s__bacteroides_cellulosilyticus,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__eubacterium_ventriosum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_thetaiotaomicron,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,15
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_ovatus,,g__5-formyltetrahydrofolate cyclo-ligase,,s__bacteroides_ovatus,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,9
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__ruminococcus_torques,,g__triose-phosphate isomerase,,s__faecalibacterium_prausnitzii,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__streptococcus_parasanguinis,,g__glucose-1-phosphate adenylyltransferase,,s__bacteroides_caccae,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_thetaiotaomicron,,g__acetyl-coa c-acetyltransferase,,s__bacteroides_thetaiotaomicron,0.272727272727273,,0.181818181818182,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__roseburia_inulinivorans,,g__dna helicase,,s__ruminococcus_torques,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__alistipes_shahii,,g__endopeptidase clp,,s__haemophilus_parainfluenzae,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bifidobacterium_longum,,g__dna helicase,,s__ruminococcus_torques,0.181818181818182,,0.272727272727273,0.272727272727273,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_uniformis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_stercoris,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,59
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_ovatus,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__clostridium_bolteae,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,51
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__odoribacter_splanchnicus,,g__3-hydroxybutyryl-coa dehydrogenase,,s__clostridium_bolteae,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,37
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__bacteroides_finegoldii,,g__dna helicase,,s__eubacterium_ventriosum,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__clostridium_clostridioforme,,g__beta-lactamase,,s__klebsiella_pneumoniae,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_caccae,,g__beta-lactamase,,s__klebsiella_pneumoniae,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__faecalibacterium_prausnitzii,,g__beta-lactamase,,s__klebsiella_pneumoniae,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__haemophilus_parainfluenzae,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,53
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_siraeum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bifidobacterium_longum,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,54
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_xylanisolvens,,g__dna helicase,,s__ruminococcus_torques,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__streptococcus_parasanguinis,,g__dna helicase,,s__ruminococcus_torques,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__roseburia_inulinivorans,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_xylanisolvens,0.272727272727273,,0.272727272727273,0.181818181818182,0.0135236664162284,FALSE,FALSE,TRUE,FALSE,77
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__eubacterium_rectale,,g__thymidylate_synthase,,s__roseburia_intestinalis,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,,s__eubacterium_rectale,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_stercoris,,g__dephosphocoa_kinase,,s__bacteroides_caccae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_faecis,,g__transaldolase,,s__alistipes_shahii,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,3
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_faecis,,g__5formyltetrahydrofolate_cycloligase,,s__ruminococcus_torques,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_stercoris,,g__peroxiredoxin,,s__clostridium_bolteae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__clostridium_bolteae,,g__peroxiredoxin,,s__bacteroides_stercoris,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_finegoldii,,g__lserine_ammonialyase,,s__bacteroides_finegoldii,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_cellulosilyticus,,g__acetylcoa_cacetyltransferase,,s__bacteroides_thetaiotaomicron,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_thetaiotaomicron,,g__acetylcoa_cacetyltransferase,,s__bacteroides_cellulosilyticus,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_ovatus,,g__triosephosphate_isomerase,,s__ruminococcus_torques,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__ruminococcus_torques,,g__acetylcoa_cacetyltransferase,,s__bacteroides_ovatus,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bifidobacterium_longum,,g__dna_helicase,,s__haemophilus_parainfluenzae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__haemophilus_parainfluenzae,,g__dna_helicase,,s__bifidobacterium_longum,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_caccae,,g__lserine_ammonialyase,,s__clostridium_bolteae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_caccae,,g__thymidylate_synthase,,s__eubacterium_rectale,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_caccae,,g__dna_helicase,,s__bacteroides_caccae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,3
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__ruminococcus_torques,,g__methionyl_aminopeptidase,,s__bacteroides_caccae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_xylanisolvens,,g__ribulosephosphate_3epimerase,,s__faecalibacterium_prausnitzii,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_thetaiotaomicron,,g__pyruvate_carboxylase,,s__haemophilus_parainfluenzae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__haemophilus_parainfluenzae,,g__pyruvate_carboxylase,,s__bacteroides_thetaiotaomicron,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__akkermansia_muciniphila,,g__dnadirected_rna_polymerase,,s__bacteroides_finegoldii,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__roseburia_inulinivorans,,g__fructosebisphosphate_aldolase,,s__bacteroides_fragilis,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__clostridium_bolteae,,g__betalactamase,,s__bacteroides_caccae,0.25,,0.25,0.2,0.0125,FALSE,FALSE,TRUE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_uniformis,,g__uridine kinase,,s__eubacterium_ventriosum,0.11,,0.15,0.74,0.01221,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_xylanisolvens,,g__phosphatidate cytidylyltransferase,,s__bacteroides_stercoris,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_cellulosilyticus,,g__peptidylprolyl isomerase,,s__bacteroides_cellulosilyticus,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_faecis,,g__dna-directed rna polymerase,,s__bacteroides_faecis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,5
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_caccae,,g__triose-phosphate isomerase,,s__odoribacter_splanchnicus,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__eubacterium_ventriosum,,g__dihydrolipoyl dehydrogenase,,s__ruminococcus_torques,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_uniformis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_stercoris,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,59
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_ParCorr,s__roseburia_inulinivorans,,g__transaldolase,,s__roseburia_intestinalis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_finegoldii,,g__glutamate decarboxylase,,s__roseburia_inulinivorans,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_cellulosilyticus,,g__acetyl-coa c-acetyltransferase,,s__bifidobacterium_longum,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,9
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_faecis,,g__glutamate dehydrogenase,,s__bacteroides_thetaiotaomicron,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_thetaiotaomicron,,g__rna helicase,,s__bacteroides_thetaiotaomicron,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_fragilis,,g__peptidylprolyl isomerase,,s__roseburia_intestinalis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bifidobacterium_longum,,g__shikimate kinase,,s__ruminococcus_torques,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_stercoris,,g__transaldolase,,s__clostridium_clostridioforme,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__akkermansia_muciniphila,,g__5-formyltetrahydrofolate cyclo-ligase,,s__roseburia_intestinalis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__odoribacter_splanchnicus,,g__pyruvate carboxylase,,s__odoribacter_splanchnicus,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__alistipes_shahii,,g__shikimate kinase,,s__bacteroides_finegoldii,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__streptococcus_parasanguinis,,g__endopeptidase clp,,s__haemophilus_parainfluenzae,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,6
Tigramite_filtered_ibd_t_g_m_noalignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__ruminococcus_torques,,g__methionyl aminopeptidase,,s__ruminococcus_torques,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,1
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.001_ptreshold0.05_T1_test_GPDC,s__bacteroides_caccae,,g__dihydrolipoyl dehydrogenase,,s__bacteroides_caccae,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,7
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bacteroides_fragilis,,g__5-formyltetrahydrofolate cyclo-ligase,,s__akkermansia_muciniphila,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,6
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__clostridium_clostridioforme,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,58
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__alistipes_shahii,,g__acetyl-coa c-acetyltransferase,,s__bacteroides_uniformis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,16
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_ParCorr,s__clostridium_bolteae,,g__5-formyltetrahydrofolate cyclo-ligase,,s__streptococcus_parasanguinis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,13
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__faecalibacterium_prausnitzii,,g__glutamate decarboxylase,,s__faecalibacterium_prausnitzii,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__roseburia_inulinivorans,,g__beta-lactamase,,s__roseburia_intestinalis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,3
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_GPDC,s__ruminococcus_torques,,g__aspartate ammonia-lyase,,s__streptococcus_parasanguinis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_caccae,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,43
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_finegoldii,,g__dihydrolipoyl dehydrogenase,,s__bacteroides_stercoris,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,4
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__bacteroides_stercoris,,g__fructose-bisphosphate aldolase,,s__bacteroides_uniformis,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,2
Tigramite_filtered_ibd_t_g_m_alignment_sr7d_bs0.1_a0.0001_ptreshold0.05_T1_test_CMIknn,s__streptococcus_parasanguinis,,g__dihydrolipoyl dehydrogenase,,s__bacteroides_ovatus,0.181818181818182,,0.181818181818182,0.363636363636364,0.0120210368144253,FALSE,FALSE,TRUE,FALSE,6
